MSZoning,Street,Alley,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FullBath,KitchenQual,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageCond,MiscFeature,SaleType,SaleCondition,GrLivArea_Log,1stFlrSF_Log,SalePrice_Log
RM,Pave,Grvl,Corner,OldTown,Norm,Norm,1Fam,2Story,5,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,PConc,TA,440.0,GasA,Gd,Y,SBrkr,1,TA,None,Detchd,1966.0,Unf,2.0,TA,None,WD,Normal,7.114769448366463,6.525029657843462,11.608235644774552
RL,Pave,None,Corner,NAmes,Norm,Norm,1Fam,2Story,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,CBlock,Gd,896.0,GasA,TA,Y,SBrkr,2,Gd,Gd,Attchd,1968.0,Fin,1.0,TA,None,WD,Normal,7.669495251007694,7.074963197966044,12.173032791451973
RM,Pave,None,FR2,Mitchel,Norm,Norm,TwnhsE,1Story,6,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,PConc,Ex,1237.0,GasA,Ex,Y,SBrkr,2,TA,None,Attchd,1998.0,Fin,2.0,TA,None,WD,Normal,7.198183577101943,7.198183577101943,11.941455846009388
RL,Pave,None,Inside,Somerst,Norm,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,PConc,Gd,1563.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2007.0,RFn,3.0,TA,None,WD,Normal,7.354362330421477,7.354362330421477,12.409013489526863
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,CBlock,TA,1065.0,GasA,Gd,Y,SBrkr,1,TA,None,Detchd,1974.0,Unf,2.0,TA,None,COD,Normal,6.970730078143525,6.970730078143525,11.747997587149712
RL,Pave,None,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,PConc,Gd,384.0,GasA,Gd,Y,SBrkr,2,TA,TA,BuiltIn,1995.0,Fin,2.0,TA,Shed,WD,Normal,7.295735072749282,6.6895992691789665,12.034691028774553
RL,Pave,None,Corner,NoRidge,Norm,Norm,1Fam,2Story,8,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,CBlock,Gd,1288.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,1991.0,Unf,2.0,TA,None,WD,Normal,7.790282380703483,7.170888478512505,12.468436909997665
RL,Pave,None,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,684.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,BuiltIn,2005.0,Fin,2.0,TA,None,WD,Normal,7.352441100243583,6.52795791762255,12.066810578196666
FV,Pave,Pave,Corner,Somerst,Norm,Norm,TwnhsE,2Story,6,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,PConc,Gd,612.0,GasA,Ex,Y,SBrkr,2,Gd,None,Detchd,2009.0,RFn,2.0,TA,None,New,Partial,7.1098794630722715,6.416732282512326,12.010665849187564
C (all),Pave,None,Corner,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,Fa,CBlock,TA,1013.0,GasA,TA,N,SBrkr,1,Fa,None,None,1979.0,None,0.0,None,None,ConLD,Abnorml,7.330405211844402,6.920671504248683,11.350406535472453
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,1Story,4,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,990.0,GasA,Ex,Y,SBrkr,1,TA,None,None,1979.0,None,0.0,None,None,WD,Normal,6.897704943128636,6.897704943128636,11.724805824005728
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,4,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,Slab,None,0.0,GasA,TA,Y,FuseA,1,TA,None,Detchd,1950.0,Unf,2.0,TA,None,WD,Normal,6.946975992135418,6.946975992135418,11.607326140391713
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,CBlock,TA,1235.0,GasA,TA,Y,SBrkr,1,TA,None,Attchd,1961.0,Unf,2.0,TA,None,WD,Abnorml,7.118826249062078,7.118826249062078,11.498826540590727
RL,Pave,Grvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,5,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,Gd,876.0,GasA,Ex,Y,SBrkr,1,TA,None,Detchd,1921.0,Unf,2.0,TA,None,WD,Normal,6.871091294610546,6.871091294610546,12.004568269319446
C (all),Pave,None,Corner,OldTown,Norm,Norm,2fmCon,2.5Unf,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,1214.0,GasW,Ex,N,SBrkr,2,TA,Gd,Detchd,1900.0,Unf,2.0,TA,None,WD,Normal,7.736743682453495,7.138866999945524,11.804848531679264
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,824.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,1997.0,RFn,2.0,TA,None,WD,Normal,7.487733761436444,6.807934943699926,12.229545001715316
RL,Pave,None,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,PConc,Gd,680.0,GasA,Gd,Y,SBrkr,2,TA,TA,BuiltIn,1993.0,Fin,2.0,TA,Shed,WD,Normal,7.293017679772782,6.522092798170152,12.128111104060462
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,PConc,Gd,1588.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,1999.0,RFn,2.0,TA,None,WD,Normal,7.370230641807081,7.370230641807081,12.273731294003989
RL,Pave,None,Inside,Edwards,Norm,Norm,1Fam,1Story,4,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,CBlock,TA,960.0,GasA,TA,Y,FuseF,1,TA,None,Attchd,1965.0,Fin,1.0,TA,None,WD,Normal,6.866933284461882,6.866933284461882,11.458997122944673
RL,Pave,None,Corner,Edwards,Norm,Norm,1Fam,1Story,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,458.0,GasA,Fa,N,SBrkr,1,TA,None,Basment,1920.0,Unf,1.0,TA,Shed,COD,Abnorml,6.727431724850855,6.727431724850855,11.326595886778735
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,4,1959,1959,Gable,CompShg,Plywood,Plywood,None,0.0,TA,CBlock,TA,950.0,GasA,Fa,Y,SBrkr,1,TA,None,None,1979.0,None,0.0,None,Shed,WD,Normal,7.110696122978827,7.110696122978827,11.76718001130949
RL,Pave,None,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,PConc,TA,1610.0,GasA,Gd,Y,SBrkr,2,Gd,TA,Attchd,1977.0,RFn,2.0,TA,None,WD,Normal,7.383989457978509,7.383989457978509,12.230765258120545
RL,Pave,None,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Gd,CBlock,Gd,741.0,GasA,TA,Y,SBrkr,2,Gd,TA,Attchd,1985.0,Fin,2.0,TA,None,WD,Normal,7.4570320891223805,6.884486652042782,12.089538829274222
RL,Pave,None,Inside,SawyerW,Norm,Norm,Duplex,1Story,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Slab,None,0.0,GasA,TA,Y,SBrkr,2,TA,None,Attchd,1979.0,Unf,2.0,TA,None,WD,Alloca,7.336285660021297,7.336285660021297,11.686576205316552
RL,Pave,None,Corner,CollgCr,Norm,Norm,1Fam,1Story,7,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,1226.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,2009.0,RFn,3.0,TA,None,WD,Normal,7.111512116496157,7.111512116496157,12.200557464842063
RM,Pave,None,Corner,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,PConc,TA,1040.0,GasA,Ex,Y,FuseF,1,TA,TA,Detchd,1951.0,Unf,1.0,TA,None,WD,Normal,7.505492274737424,7.111512116496157,12.040608205802641
FV,Pave,None,Inside,Somerst,Norm,Norm,1Fam,2Story,8,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,PConc,Ex,1053.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2003.0,RFn,2.0,TA,None,WD,Normal,7.596894438144544,6.959398512133975,12.429216196844383
RM,Pave,Grvl,Inside,OldTown,Norm,Norm,1Fam,1Story,4,1885,1995,Mansard,CompShg,VinylSd,VinylSd,None,0.0,TA,BrkTil,Fa,641.0,GasA,Gd,Y,SBrkr,1,TA,None,Detchd,1954.0,Unf,1.0,Fa,Shed,WD,Normal,6.953684210870537,6.953684210870537,11.512925464970229
RM,Pave,None,Inside,OldTown,Norm,Norm,1Fam,1Story,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,789.0,GasA,Ex,Y,SBrkr,1,TA,None,Detchd,1948.0,Unf,1.0,TA,None,WD,Partial,6.670766320845874,6.670766320845874,11.652687407345388
RM,Pave,None,Corner,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,1919,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,CBlock,TA,793.0,GasW,TA,N,FuseF,2,Fa,None,None,1979.0,None,0.0,None,None,WD,Normal,7.324489979348532,6.904750769961838,11.652687407345388
RL,Pave,None,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,TA,CBlock,Gd,1844.0,GasA,Ex,Y,SBrkr,2,TA,TA,Attchd,1977.0,RFn,2.0,TA,None,COD,Normal,7.519692404116539,7.519692404116539,12.154779351142624
RL,Pave,None,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,6,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,994.0,GasA,Gd,Y,SBrkr,2,TA,None,Attchd,1954.0,Unf,1.0,TA,None,WD,Normal,7.5256399750415355,7.103322062526113,11.82700601127654
RL,Pave,None,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,384.0,GasA,Ex,Y,SBrkr,2,TA,TA,BuiltIn,2000.0,Fin,2.0,TA,None,WD,Normal,7.265429723253953,6.651571873589727,12.100712129872347
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,Gd,PConc,Ex,1264.0,GasA,Ex,Y,SBrkr,2,Ex,Gd,BuiltIn,2007.0,Fin,3.0,TA,None,New,Partial,7.899524472032198,7.156176637480615,12.858319703517948
RL,Pave,None,Corner,Crawfor,Norm,Norm,1Fam,1Story,6,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,CBlock,Gd,1809.0,GasA,TA,Y,SBrkr,2,Gd,Gd,Basment,1953.0,Unf,2.0,TA,None,COD,Abnorml,7.7226775164680035,7.7226775164680035,12.287652632522597
RL,Pave,None,Inside,Crawfor,Norm,Norm,1Fam,2Story,6,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,1028.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Detchd,1945.0,Unf,1.0,TA,None,WD,Normal,7.749322464660356,7.269616749608169,12.46651198158808
FV,Pave,Pave,Corner,Somerst,Norm,Norm,TwnhsE,2Story,6,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,TA,PConc,Gd,729.0,GasA,Gd,Y,SBrkr,2,TA,Fa,Detchd,1999.0,Unf,2.0,TA,None,WD,Normal,7.284820912568604,6.591673732008658,12.078239274020289
RL,Pave,None,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,116.0,TA,CBlock,TA,1092.0,GasA,TA,Y,SBrkr,1,TA,Po,Attchd,1962.0,Unf,1.0,TA,None,WD,Normal,6.9957661563048505,6.9957661563048505,11.842229212112828
RL,Pave,None,Corner,Edwards,Norm,Norm,1Fam,1Story,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,1125.0,GasA,Gd,Y,SBrkr,1,TA,None,Attchd,2007.0,Unf,2.0,TA,None,New,Partial,7.025538314638521,7.025538314638521,11.951180395901384
RL,Pave,None,Corner,SawyerW,Norm,Norm,1Fam,2Story,7,1990,1990,Hip,CompShg,Plywood,Plywood,None,0.0,TA,PConc,Gd,1673.0,GasA,Gd,Y,SBrkr,3,Gd,TA,Attchd,1990.0,Unf,3.0,TA,None,WD,Normal,8.07775756373692,7.4377951216719325,12.676076274775909
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,728.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2005.0,Fin,2.0,TA,None,New,Partial,7.283448228756631,6.590301048196686,12.007560729337492
RL,Pave,None,CulDSac,ClearCr,Norm,Norm,1Fam,SLvl,6,1969,1969,Flat,Metal,Plywood,Plywood,None,0.0,TA,CBlock,TA,938.0,GasA,Ex,Y,SBrkr,1,TA,TA,Attchd,1969.0,Unf,2.0,TA,None,WD,Normal,6.895682697747868,6.895682697747868,12.100712129872347
RM,Pave,None,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,PConc,TA,732.0,GasA,Gd,Y,SBrkr,1,TA,None,Detchd,1979.0,Unf,1.0,TA,None,WD,Normal,7.023758954738443,6.648984550024776,11.512925464970229
RL,Pave,None,Corner,NAmes,Norm,Norm,1Fam,1Story,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,TA,CBlock,TA,1080.0,GasA,Gd,Y,SBrkr,1,TA,None,Attchd,1958.0,Unf,1.0,TA,None,WD,Normal,6.984716320118266,6.984716320118266,11.820410164718188
RL,Pave,None,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,6,1993,1993,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,PConc,Gd,1199.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,1993.0,RFn,2.0,TA,None,WD,Normal,7.089243155027514,7.089243155027514,11.94405831982697
RL,Pave,None,CulDSac,NWAmes,Norm,Norm,1Fam,1Story,6,1979,1998,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,CBlock,Gd,1362.0,GasA,TA,Y,SBrkr,2,TA,TA,Attchd,1979.0,Unf,2.0,TA,None,WD,Normal,7.368970402194793,7.368970402194793,12.106252310247962
RM,Pave,None,Inside,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,520.0,GasA,Gd,N,SBrkr,1,TA,None,None,1979.0,None,0.0,None,None,WD,Normal,6.625392368007956,6.253828811575473,11.344506813345266
RL,Pave,None,Inside,NPkVill,Norm,Norm,TwnhsE,1Story,6,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,CBlock,Gd,1078.0,GasA,TA,Y,SBrkr,2,TA,TA,Attchd,1977.0,RFn,2.0,TA,None,WD,Normal,6.86484777797086,6.86484777797086,11.759785542901755
RM,Pave,None,Inside,OldTown,Feedr,Norm,1Fam,1.5Unf,5,1930,1950,Gable,CompShg,WdShing,Wd Sdng,None,0.0,TA,BrkTil,TA,672.0,GasA,Ex,Y,SBrkr,1,TA,TA,None,1979.0,None,0.0,None,None,WD,Normal,6.733401891837359,6.733401891837359,11.37366339763672
RL,Pave,None,Inside,NAmes,PosN,Norm,1Fam,2Story,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,TA,CBlock,TA,660.0,GasA,TA,Y,SBrkr,1,TA,Fa,Attchd,1966.0,RFn,2.0,TA,None,WD,Normal,7.206377291472252,6.492239835020471,11.951180395901384
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1958,1991,Gable,CompShg,Plywood,Plywood,BrkFace,85.0,TA,CBlock,TA,1008.0,GasA,TA,Y,FuseA,1,Ex,None,2Types,1998.0,RFn,2.0,TA,None,WD,Abnorml,6.959398512133975,6.959398512133975,11.918390573078392
RL,Pave,None,Corner,NAmes,Norm,Norm,1Fam,2Story,7,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,309.0,TA,CBlock,TA,924.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,1966.0,Fin,2.0,TA,None,WD,Normal,7.676473646389156,7.103322062526113,12.328290278254423
RL,Pave,None,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,PConc,Gd,992.0,GasA,Ex,Y,SBrkr,2,Gd,TA,BuiltIn,2000.0,RFn,2.0,TA,None,WD,Normal,7.627544390488503,6.92951677076365,12.404923504275338
RL,Pave,None,Corner,NAmes,Norm,Norm,1Fam,1Story,5,1959,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,1063.0,GasA,Gd,Y,SBrkr,1,Gd,None,Detchd,1974.0,Unf,2.0,TA,None,WD,Normal,7.190676034332207,7.190676034332207,11.923378114589433
RL,Pave,None,Inside,Timber,Norm,Norm,1Fam,1Story,8,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,Gd,PConc,Ex,1267.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,2001.0,Fin,2.0,TA,None,WD,Normal,7.16703787691222,7.16703787691222,12.301382825334498
RL,Pave,None,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1968,1993,Gable,CompShg,Plywood,Plywood,None,0.0,TA,CBlock,TA,1461.0,GasA,Gd,Y,SBrkr,2,TA,TA,Attchd,1968.0,RFn,2.0,TA,None,WD,Normal,7.450660796211539,7.450660796211539,12.100712129872347
RL,Pave,None,Inside,NWAmes,Norm,Norm,1Fam,1Story,7,1970,1970,Hip,CompShg,Plywood,Plywood,BrkFace,288.0,TA,PConc,TA,1304.0,GasA,Gd,Y,SBrkr,2,TA,Gd,Attchd,1970.0,Unf,2.0,TA,None,WD,Normal,7.427738840532894,7.427738840532894,12.066810578196666
RL,Pave,None,Corner,NAmes,Norm,Norm,1Fam,1Story,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,196.0,TA,CBlock,TA,1214.0,GasA,TA,Y,SBrkr,2,TA,Fa,Attchd,1967.0,RFn,1.0,TA,None,WD,Normal,7.101675971619444,7.101675971619444,11.870599909242044
RL,Pave,None,Inside,Mitchel,Norm,Norm,Duplex,1Story,7,1988,1989,Gable,CompShg,VinylSd,VinylSd,BrkFace,70.0,TA,CBlock,TA,1907.0,GasA,Gd,Y,SBrkr,3,TA,None,2Types,1989.0,Unf,3.0,TA,None,WD,Family,7.580189417944541,7.580189417944541,12.049418835484797
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,Gd,PConc,Gd,1004.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,1999.0,Fin,3.0,TA,None,WD,Normal,7.524021415206125,6.911747300251674,12.345834587905333
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,928.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,1997.0,RFn,2.0,TA,None,WD,Normal,7.475339236566737,6.833031732786201,12.352335152508426
RL,Pave,None,FR2,NAmes,Norm,Norm,1Fam,1Story,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,864.0,GasA,TA,Y,SBrkr,1,TA,Po,None,1979.0,None,0.0,None,None,ConLI,Normal,6.761572768804055,6.761572768804055,11.652687407345388
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,1734.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,2005.0,Fin,2.0,TA,None,WD,Normal,7.458186157340487,7.458186157340487,12.468436909997665
RL,Pave,None,Corner,NAmes,Artery,Norm,1Fam,1.5Fin,5,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,CBlock,TA,910.0,GasA,Fa,Y,SBrkr,2,TA,None,Detchd,2000.0,Unf,2.0,TA,None,WD,Normal,7.233455418621439,6.813444599510896,12.01974306733868
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,PConc,Gd,1490.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,1999.0,RFn,2.0,TA,None,WD,Normal,7.313886831633462,7.313886831633462,12.225875272826354
RM,Pave,None,Inside,Sawyer,RRAe,Norm,Duplex,1Story,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,TA,CBlock,TA,1728.0,GasA,TA,Y,SBrkr,2,TA,None,Detchd,1963.0,Unf,2.0,TA,None,ConLI,Abnorml,7.454719949364001,7.454719949364001,11.736069016284437
RM,Pave,None,Inside,Edwards,Norm,Norm,Twnhs,2Story,6,2004,2006,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,PConc,Gd,970.0,GasA,Ex,Y,SBrkr,2,Gd,None,Detchd,2004.0,Unf,2.0,TA,None,WD,Normal,7.443663683115591,6.877296071497429,11.77528972943772
RM,Pave,None,Corner,BrkSide,Norm,Norm,1Fam,1Story,5,1931,1993,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,715.0,GasA,TA,Y,FuseA,1,TA,None,Detchd,1931.0,Unf,1.0,TA,None,WD,Normal,6.774223886357614,6.774223886357614,11.56171562913966
RL,Pave,None,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,7,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,PConc,Gd,884.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,BuiltIn,2001.0,Fin,2.0,TA,None,WD,Normal,7.618251097876695,6.784457062637643,12.312682380588432
RL,Pave,None,Inside,SawyerW,Norm,Norm,1Fam,1Story,7,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,TA,PConc,Gd,1080.0,GasA,Ex,Y,SBrkr,1,Gd,None,None,1979.0,None,0.0,None,None,WD,Normal,6.984716320118266,6.984716320118266,11.856515169360305
RM,Pave,None,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,BrkTil,Gd,896.0,GasA,Gd,Y,FuseA,1,TA,None,Detchd,1936.0,Unf,1.0,TA,None,WD,Normal,7.203405521083095,6.79794041297493,11.652687407345388
RL,Pave,None,Corner,CollgCr,Norm,Norm,1Fam,1Story,5,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,969.0,GasA,TA,Y,SBrkr,1,TA,None,Attchd,1975.0,Unf,2.0,TA,None,WD,Normal,6.876264611890766,6.876264611890766,11.711776323715394
RL,Pave,None,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,436.0,Gd,PConc,Ex,1710.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2007.0,RFn,3.0,TA,None,New,Partial,7.444248649496705,7.444248649496705,12.827729194939907
RL,Pave,None,CulDSac,NWAmes,Norm,Norm,1Fam,2Story,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,CBlock,TA,825.0,GasA,Gd,Y,SBrkr,2,TA,Gd,Attchd,1971.0,RFn,2.0,TA,None,WD,Normal,7.597396320212795,7.00033446027523,12.154779351142624
RL,Pave,None,Inside,ClearCr,Norm,Norm,1Fam,1Story,6,1960,1975,Flat,CompShg,BrkFace,Plywood,None,0.0,TA,CBlock,Gd,1602.0,GasA,Gd,Y,SBrkr,1,TA,Gd,Attchd,1960.0,RFn,2.0,TA,None,WD,Normal,7.132497551660044,7.132497551660044,12.367340793126296
RM,Pave,None,Corner,OldTown,Norm,Norm,1Fam,1Story,6,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,1200.0,GasA,TA,Y,FuseA,1,TA,None,Detchd,1923.0,Unf,1.0,Fa,None,WD,Family,7.090076835776092,7.090076835776092,11.736069016284437
RL,Pave,None,Corner,Edwards,Artery,Norm,1Fam,1.5Fin,6,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,572.0,Grav,Fa,N,FuseF,1,TA,None,None,1979.0,None,0.0,None,None,WD,Normal,6.999422467507961,6.349138991379798,11.27720313144916
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,None,0.0,GasA,TA,Y,FuseF,1,TA,None,Detchd,1950.0,Unf,2.0,TA,None,WD,Normal,6.946975992135418,6.946975992135418,11.603679828238693
RL,Pave,None,Corner,Timber,Norm,Norm,1Fam,2Story,8,2009,2010,Gable,CompShg,VinylSd,VinylSd,BrkFace,84.0,Gd,PConc,Ex,774.0,GasA,Ex,Y,SBrkr,2,Ex,Gd,BuiltIn,2009.0,Fin,3.0,TA,None,New,Partial,7.584773077612199,6.651571873589727,12.504323669331189
FV,Pave,None,Corner,Somerst,Norm,Norm,1Fam,2Story,7,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,991.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2004.0,RFn,2.0,TA,None,WD,Normal,7.5740450053721995,6.898714534329988,12.448626590364206
RL,Pave,None,Corner,Gilbert,Norm,Norm,1Fam,2Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,456.0,Gd,PConc,Gd,1392.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2006.0,RFn,2.0,TA,None,New,Partial,7.808729306744399,7.238496840894365,12.676076274775909
